Code SAP;Code 6 chiffres;Libellé;Libellé Long;Product Brand;Umbrella Brand;Sous-marque;Marque;Pôle;Cluster;Famille;Product Type;Source;Date de lancement;Date d'arrêt;Multi-affectation Usine;Usine 1;Usine 2;Usine 3;Pays Cial 1;Pays Cial 2;Pays Cial 3;Pays Cial 4;Atelier SAP;Sous_Atelier1 ;Transformable;Nature du stickage;Typologie du stickage;Type de copacking;Produit source;Commentaires2;CE 1;Facilité dégagement;Passage par CE;Délai transport Usine=>Base;Prévisionniste;Forecast Type;Unité de Besoin Cial;Incertit Prev;Code Spécifique ;Code canni 1;Code canni 2;Code canni 3;Code switch;Type Promo;Code produit de référence;Type palette;Nbre UV par caisse;Nbre caisses par couche;Nbre caisses par palette;Poids brut palette;Poids net caisse;Forecast Class;Forecast Unit;EAN 13;Nbre pots par UV;EAN canni
131244;131244;DANETPOP4 VAN PC;DANETTE POPSAV VA 3 CHO 117X4 PC;DANETTE GRAINS DE MALICE;DANETTE;Danette GM;DANETTE;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Le Molay (FR); ;F12673;FR;;;;Dessert;DGM;OUI;Copacking d'ajustement;;;101200;;;;Non;N/A;Manon;;>>DANET_CROUSTI_4 LOT;N/A;;101200;;;;>>> Promo Lot;101200;Europe;6;8;144;467;2,808;N/A;N/A;3033491312441;4;
131245;131245;DANETPOP 4 MAG PC;DANETTE POP CHOCO MAGIX 120X4 PC;DANETTE GRAINS DE MALICE;DANETTE;Danette GM;DANETTE;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Le Molay (FR); ;F12673;FR;;;;Dessert;DGM;OUI;Copacking d'ajustement;;;101199;;;;Non;N/A;Manon;;>>DANET_CROUSTI_4 LOT;N/A;;101199;;;;>>> Promo Lot;101199;Europe;6;8;144;477;2,88;N/A;N/A;3033491312458;4;
131247;131247;DANPOP4 VA CAR PC;DANETTE POPSA VA BIL CA 120X4 PC;DANETTE GRAINS DE MALICE;DANETTE;Danette GM;DANETTE;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Le Molay (FR); ;F12673;FR;;;;Dessert;DGM;OUI;Copacking d'ajustement;;;101201;;;;Non;N/A;Manon;;>>DANET_CROUSTI_4 LOT;N/A;;101201;;;;>>> Promo Lot;101201;Europe;6;8;144;477;2,88;N/A;N/A;3033491312472;4;
131283;131283;ACTM NAT 10+2;ACTIMEL NATURE 100X10 PLUS 2GT;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel Nature;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking d'ajustement;;;121320;;;;Non;N/A;Roxane;;>>ACTM_NATURE_12 LOT;N/A;;121320;;;;>>> Promo Lot;121320;Europe;4;8;128;757;4,8;N/A;N/A;3033491312830;12;
131284;131284;ACTM10 FRAI +2GT;ACTIME FRAISE 100X10 PLUS 2GT;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking d'ajustement;;;121319;;;;Non;N/A;Roxane;;>>ACTM_ARO_12 LOT;N/A;;121319;;;;>>> Promo Lot;121319;Europe;4;8;128;757;4,8;N/A;N/A;3033491312847;12;
131285;131285;ACTM10FRB BOIS2GT;ACTIMEL FRB FR BOIS 100X10PL2GT;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking de production;;;121613;;;;Non;N/A;Roxane;;>>ACTM_ARO_12 LOT;N/A;;121613;;;;>>> Promo Lot;121613;Europe;4;8;128;757;4,8;N/A;N/A;3033491312854;12;
131286;131286;ACTM10 PEC GELR+2;ACTIM MLTF PEC GELR 100X10 PL2GT;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking de production;;;121612;;;;Non;N/A;Roxane;;>>ACTM_ARO_12 LOT;N/A;;121612;;;;>>> Promo Lot;121612;Europe;4;8;128;757;4,8;N/A;N/A;3033491312861;12;
131287;131287;ACTM VAN 8 OD;ACTIME VANILLE 100X8 OD;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking de production;;;128276;;;;Non;N/A;Roxane;;>>ACTM_ARO_8 LOT;N/A;;128276;;;;>>> Promo Lot;128276;Europe;3;16;256;744;2,4;N/A;N/A;3033491312878;8;
131288;131288;ACTM NAT FRAI 8OD;ACTIMEL NAT ET FRAISE 100X8 OD;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel Nature;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking d'ajustement;;;121447;;;;Non;N/A;Roxane;;>>ACTM_ARO_8 LOT;N/A;;121447;;;;>>> Promo Lot;121447;Europe;3;16;256;744;2,4;N/A;N/A;3033491312885;8;
131289;131289;ACTM MULTI FR 8 OD;ACTIMEL MULTIFRUITS 100X8 OD;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking d'ajustement;;;121321;;;;Non;N/A;Roxane;;>>ACTM_ARO_8 LOT;N/A;;121321;;;;>>> Promo Lot;121321;Europe;3;16;256;744;2,4;N/A;N/A;3033491312892;8;
131290;131290;ACTM FRB MYRT 8OD;ACTIMEL FRAMB MYRT 100X8 OD;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking de production;;;121448;;;;Non;N/A;Roxane;;>>ACTM_ARO_8 LOT;N/A;;121448;;;;>>> Promo Lot;121448;Europe;3;16;256;744;2,4;N/A;N/A;3033491312908;8;
131291;131291;ACTM8 NAT 0% OD;ACTIMEL NATURE 0% 100X8 OD;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;Lot;;Import;2-avr-2018;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act Promo Cpk;OUI;Copacking d'ajustement;;;121450;;;;Non;N/A;Roxane;;>>ACTM_0%_8 LOT;N/A;;121450;;;;>>> Promo Lot;121450;Europe;3;16;256;744;2,4;N/A;N/A;3033491312915;8;
131322;131322;TAF 4 FRAISE OD;TAILLEFINE FRAISE 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121520;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121520;;;;>>> Promo Lot;121520;Europe;6;9;216;712;3;N/A;N/A;3033491313226;4;
131363;131363;TAF13+3GT;TAILLEFINE FRTS PAN 125X13+3 GT;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121529;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_13+3 LOT;N/A;;121529;;;;>>> Promo Lot;121529;Europe;3;9;108;724;6;N/A;N/A;3033491313639;16;
131365;131365;TAF 4 CITRON OD;TAILLEFINE CITRON 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121522;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121522;;;;>>> Promo Lot;121522;Europe;6;9;216;712;3;N/A;N/A;3033491313653;4;
131366;131366;TAF 4 PECHE OD;TAILLEFINE PECHE 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121525;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121525;;;;>>> Promo Lot;121525;Europe;6;9;216;712;3;N/A;N/A;3033491313660;4;
131367;131367;TAF 4 MU MY OD;TAILLEFINE MURE MYRT 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121524;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121524;;;;>>> Promo Lot;121524;Europe;6;9;216;712;3;N/A;N/A;3033491313677;4;
131368;131368;ACTIV4 FRAISE BNL;ACTIVIA FRAISE 125X4 BNL;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;5410146416859;4;
131370;131370;TAF 4 FRAMB OD;TAILLEFINE FRAMBOISE 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121523;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121523;;;;>>> Promo Lot;121523;Europe;6;9;216;712;3;N/A;N/A;3033491313707;4;
131371;131371;ACTIVIA FIG 4 BNL;ACTIVIA FIGUE 125X4 BNL;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;5410146416866;4;
131372;131372;ACTIV4 MANGUE BNL;ACTIVIA MANGUE 125X4 BNL;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;5410146416873;4;
131373;131373;ACTI8 FRT PAN BNL;ACTIVIA FRUITS PANACHE 125X8 BNL;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;3;9;216;728;3;N/A;N/A;5410146416880;8;
131374;131374;TAF 4 PRUNEAU OD;TAILLEFINE PRUNEAU 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121530;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121530;;;;>>> Promo Lot;121530;Europe;6;9;216;711;3;N/A;N/A;3033491313745;4;
131376;131376;ACTI8 FRT JAU BE;ACTIVIA FRUITS JAUNES 125X8 BE;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;3;9;216;728;3;N/A;N/A;5410146416897;8;
131379;131379;ACTIV 4 MYRT BNL;ACTIVIA MYRTILLE 125X4 BNL;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;5410146416903;4;
131380;131380;ACTIVI 4 FRAM BE;ACTIVIA FRAMBOISE 125X4 BE;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;BE;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;5410146416910;4;
131381;131381;ACT4 MURE FRAM NL;ACTIVIA MURES FRAMB 125X4 NL;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Oui;Villecomtal (FR);Ferrières (FR);F63 - KISS;NL;NL;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;737;3;N/A;N/A;5410146416927;4;
131382;131382;TAF 4 CER OD;TAILLEFINE CERISE 125X4 OD;TAILLEFINE YOG FRUITS;TAILLEFINE;Taf fruits;TAF;;;Lot;;Danone France;1-mars-2018;1-déc-2099;Oui;Villecomtal (FR);& Rotselaar (BE);F63 - KISS;FR;;;;Stirred yoghurt;6 TAILLEFINE;OUI;Copacking d'ajustement;;;121521;;;;Non;N/A;Nicolas;;>>TAF_FRUITS_4 LOT;N/A;;121521;;;;>>> Promo Lot;121521;Europe;6;9;216;712;3;N/A;N/A;3033491313820;4;
131384;131384;ACTIVIA 4 FIG OD;ACTIVIA FIGUE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132526;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132526;;;;>>> Promo Lot;132526;Europe;6;9;216;712;3;N/A;N/A;3033491313844;4;
131388;131388;ACTIV4 MÛ FRAM OD;ACTIVIA MURES FRAMB 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132535;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132535;;;;>>> Promo Lot;132535;Europe;6;9;216;712;3;N/A;N/A;3033491313882;4;
131396;131396;ACTIVIA 4 ABRI OD;ACTIVIA ABRICOT 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132537;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132537;;;;>>> Promo Lot;132537;Europe;6;9;216;712;3;N/A;N/A;3033491313967;4;
131405;131405;ACTIV 4 RHUB OD;ACTIVIA RHUBARBE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132539;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132539;;;;>>> Promo Lot;132539;Europe;6;9;216;712;3;N/A;N/A;3033491314056;4;
131409;131409;ALPRO 500;ALPRO SOJA NATURE 500X1;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;16;160;536;3;N/A;N/A;5411188099154;1;
131410;131410;ALPRO 125X2;ALPRO SOJA NOISETTE CHOCO 125X2;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;16;240;465;1,5;N/A;N/A;5411188126157;2;
131412;131412;ALPRO 125X4;ALPRO SOJA CITRON ORANGE 125X4;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;18;180;619;3;N/A;N/A;5411188112303;4;
131413;131413;DINO PAN 18;DANONINO FRTS PANACHE 50X18 OD;DANONINO FRUITS;DANONINO;GAF 50;GAF;;;Lot;;Danone France;1-févr-2018;1-déc-2099;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;OUI;Copacking d'ajustement;;;122526;;;;Non;N/A;Luc;;>>PGF_FRUITS_18_LOT;N/A;;122526;;;;>>> Promo Lot;122526;Europe;8;8;88;722;7,2;N/A;N/A;3033491314131;18;
131414;131414;DINO 12 PAN OD;DANONINO FRTS PANACHE 50X12 OD;DANONINO FRUITS;DANONINO;GAF 50;GAF;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;OUI;Copacking d'ajustement;;;122528;;;;Non;N/A;Luc;;>>PGF_FRUITS_12_LOT;N/A;;122528;;;;>>> Promo Lot;122528;Europe;8;8;128;698;4,8;N/A;N/A;3033491314148;12;
131418;131418;DINO 9+3 PAN;DANONINO FRTS PAN 50X9+3GT;DANONINO FRUITS;DANONINO;GAF 50;GAF;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;OUI;Copacking d'ajustement;;;122528;;;;Non;N/A;Luc;;>>PGF_FRUITS_12_LOT;N/A;;122528;122526;;;>>> Promo Lot;122528;Europe;8;8;128;698;4,8;N/A;N/A;3033491314186;12;
131420;131420;DINO PAN 12+6;DANONINO FRTS PANACHE 50X12+6GT;DANONINO FRUITS;DANONINO;GAF 50;GAF;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;OUI;Copacking d'ajustement;;;122526;;;;Non;N/A;Luc;;>>PGF_FRUITS_18_LOT;N/A;;122526;122528;122527;;>>> Promo Lot;122526;Europe;8;8;88;722;7,2;N/A;N/A;3033491314209;18;
131422;131422;ACTV8 ANRHFIPR OD;ACTIVIA ANA RHU FIG PRU 125X8 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132570;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_8 LOT;N/A;;132570;;;;>>> Promo Lot;132570;Europe;3;9;216;726;3;N/A;N/A;3033491314223;8;
131423;131423;ACTV8 VERGER OD;ACTIVIA ABR POI FIG CER 125X8 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132573;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_8 LOT;N/A;;132573;;;;>>> Promo Lot;132573;Europe;3;9;216;726;3;N/A;N/A;3033491314230;8;
131424;131424;ACTIVIA13+3 PAN;ACTIVIA PANACHE 125X13+3GT;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_16 LOT;N/A;;132523;;;;>>> Promo Lot;132523;Europe;3;9;108;720;6;N/A;N/A;3033491314247;16;
131429;131429;ACTIV8 NATURE OD;ACTIVIA NATURE 125X8 OD;ACTIVIA YOGHURT NATURE;ACTIVIA;Activia bl ferme;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;1 ACTIVIA NAT GF;;;;;;;;;Non;N/A;Jérôme;;>>ACTIVIA_NATURE_8 LOT;N/A;;113997;;;;>>> Promo Lot;113997;Europe;3;9;216;733;3;N/A;N/A;3033491314292;8;
131430;131430;ACTIV8 0% NAT OD;ACTIVIA 0% NATURE 125X8 OD;ACTIVIA 0%;ACTIVIA;Activia 0%;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;1 ACTIVIA NAT GF;;;;;;;;;Non;N/A;Jérôme;;>>ACTIVIA_0%_8 LOT;N/A;;54518;;;;>>> Promo Lot;54518;Europe;3;9;216;731;3;N/A;N/A;3033491314308;8;
131441;131441;ACTIV8 BRA NAT OD;ACTIVIA BRASSE NATURE 125X8 OD;ACTIVIA YOGHURT NATURE;ACTIVIA;Activia bl brassé;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;St Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;;;;;Non;N/A;Jérôme;;>>ACTIVIA_BRASSE_8 LOT;N/A;;69983;;;;>>> Promo Lot;69983;Europe;3;9;216;738;3;N/A;N/A;3033491314414;8;
131442;131442;ACTIV NAT 13+3;ACTIVIA NATURE 125X13+3GT;ACTIVIA YOGHURT NATURE;ACTIVIA;Activia bl ferme;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;4 ACTIVIA ARO GF;;;;;;;;;Non;N/A;Jérôme;;>>ACTIVIA_NATURE_16 LOT;N/A;;113981;;;;>>> Promo Lot;113981;Europe;3;9;108;719;6;N/A;N/A;3033491314421;16;
131443;131443;ALPRO 125X2;ALPRO SOJA AMANDE VANILLE 125X2;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;16;240;465;1,5;N/A;N/A;5411188126171;2;
131447;131447;ALPRO 500;ALPRO SOJA AMANDES 500X1;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;16;160;536;3;N/A;N/A;5411188118961;1;
131448;131448;ALPRO 500;ALPRO SOJA NOIX COCO 500X1;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;16;160;536;3;N/A;N/A;5411188119098;1;
131449;131449;ALPRO 500;ALPRO SOJA VANILLE 500X1;TIERS ALPRO;TIERS;Alpro;TIERS;;;Tiers;;#N/A;2-janv-2018;1-déc-2099;Non;Wevelgem (BE); ;0;FR;;;;Outsourcing;;;;;;;;;;Non;N/A;Manon;;;N/A;;;;;;;Erreur;Europe;6;16;160;536;3;N/A;N/A;5411188103387;1;
131477;131477;ACTIVIA 4 POIR OD;ACTIVIA FRT POIRE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132572;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132572;;;;>>> Promo Lot;132572;Europe;6;9;216;712;3;N/A;N/A;3033491314773;4;
131478;131478;ACTV4 PRUNEAU OD;ACTIVIA FRT PRUNEAU 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132536;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132536;;;;>>> Promo Lot;132536;Europe;6;9;216;712;3;N/A;N/A;3033491314780;4;
131479;131479;ACTIV 4 MANGUE OD;ACTIVIA FRT MANGUE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132551;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132551;;;;>>> Promo Lot;132551;Europe;6;9;216;712;3;N/A;N/A;3033491314797;4;
131480;131480;ACTIVIA 4 POM OD;ACTIVIA POMME 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;Lot;;Danone France;1-avr-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;OUI;Copacking d'ajustement;;;132577;;;;Non;N/A;Jérôme;;>>ACTIVIA_FRUITS_4 LOT;N/A;;132577;;;;>>> Promo Lot;132577;Europe;6;9;216;712;3;N/A;N/A;3033491314803;4;
