Code SAP;Code 6 chiffres;Libellé;Libellé Long;Product Brand;Umbrella Brand;Sous-marque;Marque;Pôle;Cluster;Famille;Product Type;Source;Date de lancement;Date d'arrêt;Multi-affectation Usine;Usine 1;Usine 2;Usine 3;Pays Cial 1;Pays Cial 2;Pays Cial 3;Pays Cial 4;Atelier SAP;Sous_Atelier1 ;Transformable;Nature du stickage;Typologie du stickage;Type de copacking;Produit source;Commentaires2;CE 1;Facilité dégagement;Passage par CE;Délai transport Usine=>Base;Prévisionniste;Forecast Type;Unité de Besoin Cial;Incertit Prev;Code Spécifique ;Code canni 1;Code canni 2;Code canni 3;Code switch;Type Promo;Code produit de référence;Type palette;Nbre UV par caisse;Nbre caisses par couche;Nbre caisses par palette;Poids brut palette;Poids net caisse;Forecast Class;Forecast Unit;EAN 13;Nbre pots par UV;EAN canni
102416;102416;FLAN CARA 4 BE;FLAN CARAMEL 125GX4 BE;FLAN CARAMEL;FLAN;Export;EXPORT;;;Export;;Danone France;2-mai-2015;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;BE;;;;Dessert;FLAN EXPORT;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;5410146402463;4;
102481;102481;ACTIV 4 FRO VAN;ACTIVIA FROMAGE VANILLE 120X4;ACTIVIA FROMAGE;ACTIVIA;Activia Fromage;ACTIVIA;;;FdR;Deb Réno 201506;Danone France;1-juin-2015;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_Fromage_4 FDR;N/A;;;;;;>>> Promo Hors Lot;102481;Europe;4;8;256;568;1,92;N/A;N/A;3033491024818;4;
102483;102483;JOCK8 3% NAT;JOCKEY FROM NATURE 100X8 3%;JOCKEY NATURAL;JOCKEY;Jockey;JOCKEY;;;FdR;Deb Réno 201610;Danone France;1-oct-2016;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x8;NON;;;;;;;;Non;N/A;PE;N/A;>>JOCKEY_FROMAGE_8 FDR;N/A;;;;;;>>> Promo Hors Lot;102483;Europe;4;8;160;585;3,2;N/A;N/A;3033491024832;8;
102496;102496;ACTIV 4 FRO PEC;ACTIVIA FROMAGE PECHE 120X4;ACTIVIA FROMAGE;ACTIVIA;Activia Fromage;ACTIVIA;;;FdR;Deb Réno 201506;Danone France;1-juin-2015;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_Fromage_4 FDR;N/A;;;;;;>>> Promo Hors Lot;102496;Europe;4;8;256;568;1,92;N/A;N/A;3033491024962;4;
102497;102497;ACTIV 4 FRO FRAI;ACTIVIA FROMAGE FRAISE 120X4;ACTIVIA FROMAGE;ACTIVIA;Activia Fromage;ACTIVIA;;;FdR;Deb Réno 201506;Danone France;1-juin-2015;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_Fromage_4 FDR;N/A;;;;;;>>> Promo Hors Lot;102497;Europe;4;8;256;568;1,92;N/A;N/A;3033491024979;4;
102727;102727;DANET8 LIEG CHOVA;DANETTE LIEGEOIS VAN CHOCO 100X8;DANETTE LIEGEOIS;DANETTE;Danette Liegeois;DANETTE;Bilayer;8;FdR;;Danone France;1-juin-2015;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;7 - LIEGEOIS;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_LIEGEOIS_8  FDR;N/A;;;;;;>>> Promo Hors Lot;102727;Europe;4;8;96;374;3,2;N/A;N/A;3033491027277;8;
102728;102728;DAN4LIEG SENS PIS;DANETTE LIEG SENS PISTACHE 100X4;DANETTE LIEGEOIS;DANETTE;Danette Liegeois;DANETTE;Bilayer;8;FdR;;Danone France;1-juin-2015;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;7 - LIEGEOIS;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_LIEGEOIS_4  FDR;N/A;;;;;;>>> Promo Hors Lot;102728;Europe;8;8;96;363;3,2;N/A;N/A;3033491027284;4;
104577;104577;VITL 4 FROM BE;VITALINEA 0% FROM NAT 100X4 BE;VITALINEA FROMAGE NATURE;VITALINEA;Export;EXPORT;;;Export;;Danone France;1-nov-2015;1-déc-2099;Non;Ferrières (FR); ;0;BE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>_Export_;N/A;;;;;;>>> Promo Hors Lot;104577;Europe;4;8;304;569;1,6;N/A;N/A;5410146404580;4;
104578;104578;DANON4 FROM LF BE;DANONE FRO FRAIS MAIGRE 100X4 BE;DANONE FROMAGE NATURAL;DANONE FROMAGE;Export;EXPORT;;;Export;;Danone France;1-oct-2016;1-avr-2018;Non;Ferrières (FR); ;0;BE;;;;Cheese;Export;NON;;;;;;; N/A ;Non;N/A;Export;N/A;;N/A;;;;;;>>> Promo Hors Lot;104578;Europe;4;8;304;569;1,6;N/A;N/A;5410146401305;4;
104632;104632;VEL8+4 FRUIX PANA;VELOUTE FRUIX PANACHE 125X8+4;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;;Lot;;Danone France;1-juil-2015;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;4 FRUIX LOT;OUI;Copacking d'ajustement;;;104629;;;N/A;Non;N/A;PE;N/A;>>VELOUTE_FRUITS_8+4 LOT;N/A;;120170;120168;;;>>> Promo Lot;120170;Europe;4;9;108;720;6;N/A;N/A;3033491046322;12;
104650;104650;DANONE STR RAS IT;DANONE MIX FRAI FRAMB 125X8 IT;DANONE YOGHURT VELOUTE;DANONE YOGHURT;Export;EXPORT;;;Export;;Danone France;1-juil-2015;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;>>> Promo Hors Lot;104650;Europe;3;9;216;725;3;N/A;N/A;3033491046506;8;
104651;104651;DANONE PEC ABR IT;DANONE MIX PECHE ABRI 125X8 IT;DANONE YOGHURT VELOUTE;DANONE YOGHURT;Export;EXPORT;;;Export;;Danone France;1-juil-2015;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;>>> Promo Hors Lot;104651;Europe;3;9;216;725;3;N/A;N/A;3033491046513;8;
105287;105287;DANET MOU 4 CHO D;DANET MOU LIEG CHOCO 80GX4 D;DANETTE CREME LIEGEOISE;DANETTE;Danette CL;DANETTE;;6;FdR;;Import;1-sept-2015;1-déc-2099;Non;Ochsenfurt (ALL); ;F93;FR;;;;IMPORT;Danette Mousse;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_MOUSSE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;105287;Europe;6;8;136;339;1,92;N/A;N/A;3033491031014;4;
105714;105714;ACTIV8 GARD FR UK;ACTIVIA FRUITS ROUGES 125X8 UK;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;8-août-2015;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;6;9;108;729;6;N/A;N/A;5060360501475;8;
106114;106114;DANET4 CARAMEL HU;DANETTE CARAMEL 125X4 HU;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;Small Format;8;Export;;Danone France;1-juin-2015;1-déc-2099;Non;St Just (FR); ;0;HU;CZSK;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;574;4;N/A;N/A;5997536134765;4;
106399;106399;DANET 8 VANILLE;DANETTE VANILLE 125X8;DANETTE CREME DESSERT;DANETTE;Danette GF;DANETTE;D09;8;FdR;;Danone France;1-nov-2015;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;1 - GF;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_8 FDR;N/A;;90629;;;;>>> Promo Lot;90629;Europe;4;8;128;584;4;N/A;N/A;3033491063992;8;
106735;106735;LIEG CHOCO 4 ES;DANETTE LIEGEOIS CHOCO 100X4 ES;DANET LIEGEOIS;DANET;Export;EXPORT;Bilayer;8;Export;;Danone France;1-oct-2015;1-déc-2099;Non;St Just (FR); ;0;ES;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;96;363;3,2;N/A;N/A;8410500019525;4;
106736;106736;LIEG VANILLE 4 ES;DANETTE LIEG VANILLE 100X4 ES;DANET LIEGEOIS;DANET;Export;EXPORT;Bilayer;8;Export;;Danone France;1-oct-2015;1-déc-2099;Non;St Just (FR); ;0;ES;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;96;363;3,2;N/A;N/A;8410500019532;4;
106828;106828;TFROM 8X100 NAT;TAILLEFINE FROMAGE NAT 100X8;TAILLEFINE FROMAGE;TAILLEFINE;Taf fromages;TAF;;;FdR;Deb Réno 201510;Danone France;1-oct-2015;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x8;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>TAF_FROMAGE_8 FDR;N/A;;;;;85383;>>> Promo Hors Lot;106828;Europe;4;8;160;585;3,2;N/A;N/A;3033490853839;8;
107076;107076;2V 115X4 VANILLE;LES 2 VACHES VANILLE 115X4;L2V YOGURT FOB;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;Deb Réno 201510;Danone France;1-oct-2015;1-déc-2099;Non;Le Molay (FR); ;F73;FR;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_FRUITS_X4 FDR;N/A;;;;;;>>> Promo Hors Lot;107076;Europe;4;8;224;473;1,84;N/A;N/A;3661344070769;4;
107651;107651;DANET 4 CHO IT;DANETTE CHOCOLAT 125GX4 IT;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;Small Format;8;Export;;Danone France;1-oct-2015;1-déc-2099;Oui;Bailleul (FR);St Just (FR);0;IT;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;574;4;N/A;N/A;8001630008703;4;
107652;107652;DANET 4 VAN IT;DANETTE VANILLE 125GX4 IT;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;Small Format;8;Export;;Danone France;1-oct-2015;1-déc-2099;Oui;Bailleul (FR);St Just (FR);0;IT;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;574;4;N/A;N/A;8001630008697;4;
107654;107654;FLAN CARA 4 IT;FLAN CARAMEL 125GX4 IT;DANETTE FLAN;DANETTE;Export;EXPORT;;;Export;;Danone France;1-oct-2015;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;IT;GR via IT;;;Dessert;FLAN EXPORT;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;712;3;N/A;N/A;8001630008727;4;
109754;109754;ACTIV4 POIRE OS;ACTIVIA FRT POIRE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;6;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4 lot;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 LOT;N/A;;94790;;;;>>> Promo Lot;94790;Europe;6;9;216;712;3;N/A;N/A;3033491097546;4;
109778;109778;ACTV4 FRAISE OS;ACTIVIA FR FRAISE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;6;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4 lot;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 LOT;N/A;;91735;;;;>>> Promo Lot;91735;Europe;6;9;216;712;3;N/A;N/A;3033491097782;4;
109780;109780;ACTV4 CERISE OS;ACTIVIA FR CERISE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;6;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4 lot;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 LOT;N/A;;91734;;;;>>> Promo Lot;91734;Europe;6;9;216;712;3;N/A;N/A;3033491097805;4;
109784;109784;ACTV4 ANANAS OS;ACTIVIA FR ANANAS 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;6;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4 lot;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 LOT;N/A;;91742;;;;>>> Promo Lot;91742;Europe;6;9;216;712;3;N/A;N/A;3033491097843;4;
109785;109785;ACTV4 PRUNEAU OS;ACTIVIA FR PRUNEAU 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;6;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4 lot;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 LOT;N/A;;91739;;;;>>> Promo Lot;91739;Europe;6;9;216;712;3;N/A;N/A;3033491097850;4;
109786;109786;ACTV4 MANGUE OS;ACTIVIA FR MANGUE 125X4 OD;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;6;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4 lot;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 LOT;N/A;;91743;;;;>>> Promo Lot;91743;Europe;6;9;216;712;3;N/A;N/A;3033491097867;4;
109787;109787;ACTV12 0% NAT MAX;ACTIVIA 0% NAT 125X12 MAXI FORMAT;ACTIVIA 0%;ACTIVIA;Activia 0%;ACTIVIA;;;Lot;;Danone France;22-févr-2016;1-avr-2018;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;1 ACTIVIA NAT GF;OUI;Copacking d'ajustement;;;122425;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_0%_12_LOT;N/A;;54518;;;;>>> Promo Lot;54518;Europe;4;9;108;715;6;N/A;N/A;3033491097874;12;
109788;109788;ACTIV12 NAT MAXI;ACTIVIA BR NAT 125X12 MAX FORMAT;ACTIVIA YOGHURT NATURE;ACTIVIA;Activia bl ferme;ACTIVIA;;6;Lot;;Danone France;22-févr-2016;1-avr-2018;Non;ST Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_NATURE_12 LOT;N/A;;101087;101086;;;>>> Promo Lot;101087;Europe;4;9;108;721;6;N/A;N/A;3033491097881;12;
110027;110027;2V 115X4 NAT ES;LES 2 VACHES NATURE 115G X4 ES;L2V YOGURT NATURAL;LES 2 VACHES;Export;EXPORT;;;Export;;Danone France;1-févr-2016;1-déc-2099;Non;Le Molay (FR); ;F73;ES;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;8;224;473;1,84;N/A;N/A;8410500019808;4;
110028;110028;2V115X4 0% NAT ES;LES 2 VACHES 0% NATURE 115G X4 ES;L2V YOGURT NATURAL;LES 2 VACHES;Export;EXPORT;;;Export;;Danone France;1-févr-2016;1-déc-2099;Non;Le Molay (FR); ;F73;ES;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;8;224;473;1,84;N/A;N/A;8410500019815;4;
110029;110029;2V 115X4 MYRT ES;LES 2 VACHES MIRTYLLES 115G X4 ES;L2V YOGURT FOB;LES 2 VACHES;Export;EXPORT;;;Export;;Danone France;1-févr-2016;1-déc-2099;Non;Le Molay (FR); ;F73;ES;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;8;224;473;1,84;N/A;N/A;8410500019822;4;
110030;110030;2V 95X4 CHOCO ES;LES 2 VACHES CHOCOLAT 95G X4 ES;L2V CREME DESSERT;LES 2 VACHES;Export;EXPORT;;;Export;;Danone France;1-févr-2016;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;ES;;;;Dessert;L2V;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;288;750;2,28;N/A;N/A;8410500019839;4;
110789;110789;DINO 12 PANAC OD;GERVAIS SAVEUR PANACHE 50X12 OD;PETIT GERVAIS FRUITS;PETIT GERVAIS;GAF 50;GAF;;;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>PGF_FRUITS_12 LOT;N/A;;91680;;;;>>> Promo Lot;91680;Europe;8;8;128;698;4,8;N/A;N/A;3033491107894;12;
110790;110790;DINO 18 PANAC OD;GERVAIS SAVEUR PANACHE 50X18 OD;PETIT GERVAIS FRUITS;PETIT GERVAIS;GAF 50;GAF;;;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>PGF_FRUITS_18 LOT;N/A;;91678;;;;>>> Promo Lot;91678;Europe;8;8;88;722;7,2;N/A;N/A;3033491107900;18;
110791;110791;DINO 24 PANAC OD;GERVAIS SAVEUR PANACHE 50X24 OD;PETIT GERVAIS FRUITS;PETIT GERVAIS;GAF 50;GAF;;;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50g;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>PGF_FRUITS_24 LOT;N/A;;91679;;;;>>> Promo Lot;91679;Europe;4;8;128;702;4,8;N/A;N/A;3033491107917;24;
110796;110796;ACTIV4 PECH FRAM;ACTIVIA FRT INEDIT PEC FRAM 125X4;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;FdR;;Danone France;1-mars-2016;1-avr-2018;Oui;Ferrières (FR);Villecomtal (FR);F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 FDR;N/A;;;;;;>>> Promo Hors Lot;110796;Europe;6;9;216;712;3;N/A;N/A;3033491107962;4;
110797;110797;ACTIVIA 4 MLT FRT;ACTIVIA INEDIT MULTIFRUITS 125X4;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;FdR;;Danone France;1-mars-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA 4;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRUITS_4 FDR;N/A;;;;;;>>> Promo Hors Lot;110797;Europe;6;9;216;712;3;N/A;N/A;3033491107979;4;
110823;110823;LIEG SENS CHO IT;DANETTE LIEG SENS CHOCO 100X4 IT;DANETTE BICOMPARTIMENTO;DANETTE;Export;EXPORT;Bilayer;8;Export;;Danone France;2-janv-2016;1-déc-2099;Non;St Just (FR); ;0;IT;GR;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;96;363;3,2;N/A;N/A;8001630008772;4;
110824;110824;LIEG CHOCO 4 IT;DANETTE LIEGEOIS CHOCO 100X4 IT;DANETTE BICOMPARTIMENTO;DANETTE;Export;EXPORT;Bilayer;8;Export;;Danone France;2-janv-2016;1-déc-2099;Non;St Just (FR); ;0;IT;GR;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;96;363;3,2;N/A;N/A;8001630008765;4; x 
111004;111004;ACTIV 0% NAT8 IT;ACTIVIA 0% NATURE 125X8 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;3;9;216;722;3;N/A;N/A;8001630008796;8;
111338;111338;ACTIV4 MYRTIL UK;ACTIVIA MYRTILLE 125X4 UK;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;7-févr-2016;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;6;9;216;713;3;N/A;N/A;5060360501574;4;
111403;111403;ACTV8 CHER RAS UK;ACTIVIA CREAMY CER FRAM 110X8 UK;ACTIVIA CREMEUX;ACTIVIA;Export;EXPORT;;;Export;;Danone France;1-juin-2016;1-déc-2099;Non;Ferrières (FR); ;F57OM;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;2;20;320;654;1,76;N/A;N/A;5060360501697;8;
111404;111404;ACTV8 PEC FRAI UK;ACTIVIA CREAMY PECHE FRAISE 110X8 UK;ACTIVIA CREMEUX;ACTIVIA;Export;EXPORT;;;Export;;Danone France;1-juin-2016;1-déc-2099;Non;Ferrières (FR); ;F57OM;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;2;20;320;654;1,76;N/A;N/A;5060360501673;8;
111574;111574;DAN4 BROWNIE PCHO;DANET SAVEUR BROWNIE 125X4 PCHOC;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;Bailleul (FR); ;F73;FR;;;;Dessert;2 - LOT 4 BAI;OUI;Copacking d'ajustement;;;111575;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_4 LOT;N/A;;111575;;;;>>> Promo Lot;111575;Europe;8;8;128;574;4;N/A;N/A;3033491115745;4;
111575;111575;DANET 4 BROWNIE;DANETTE SAVEUR BROWNIE 125X4;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;FdR;;Danone France;1-avr-2016;1-avr-2018;Non;Bailleul (FR); ;F73;FR;;;;Dessert;2 - FDR 4 BAI;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;111575;Europe;8;8;128;574;4;N/A;N/A;3033491115752;4;
111576;111576;DANET 4 CHOC BANA;DANETTE CHOCO SAV BANANE 125X4;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;FdR;;Danone France;1-avr-2016;1-avr-2018;Non;St Just (FR); ;F73;FR;;;;Dessert;3 - FDR 4;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;111576;Europe;8;8;128;574;4;N/A;N/A;3033491115769;4;
111577;111577;DAN4 CHO BAN PCHO;DANET CHOCO SAV BANA 125X4 PCHOC;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;Lot;;Danone France;1-avr-2016;1-avr-2018;Non;St Just (FR); ;F73;FR;;;;Dessert;3 - LOT 4;OUI;Copacking d'ajustement;;;111576;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_4 LOT;N/A;;111576;;;;>>> Promo Lot;111576;Europe;8;8;128;574;4;N/A;N/A;3033491115776;4;
111680;111680;ACTIV 4 BRAS NAT;ACTIVIA BRASSE NATURE 125X4;ACTIVIA YOGHURT NATURE;ACTIVIA;Activia bl ferme;ACTIVIA;;;FdR;;Danone France;1-avr-2016;1-déc-2099;Non;St Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_NATURE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;111680;Europe;6;9;216;744;3;N/A;N/A;3033491116803;4;
111729;111729;L2V FONDANT CHOCO;LES 2 VACHES FOND CHOC 125X4;L2V FLAN;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;;Danone France;1-avr-2016;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;FR;;;;Dessert;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_FONDANT_X4_FDR;N/A;;;;;;>>> Promo Hors Lot;111729;Europe;6;9;216;712;3;N/A;N/A;3661344117297;4;
111730;111730;2V FONDANT CAFE;LES 2 VACHES FOND CAFE 125X4;L2V FLAN;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;;Danone France;1-avr-2016;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;FR;;;;Dessert;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_FONDANT_X4_FDR;N/A;;;;;;>>> Promo Hors Lot;111730;Europe;6;9;216;712;3;N/A;N/A;3661344117303;4;
111946;111946;ACTIV8 MIX ROUGES;ACTIVIA FRT MIX FRT ROUGES 125X8;ACTIVIA FRTS MIXES;ACTIVIA;Activia Fruits mixés;ACTIVIA;;;FdR;;Danone France;1-avr-2016;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA GF;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRTS_MIXES 8 FDR;N/A;;;;;;>>> Promo Hors Lot;111946;Europe;3;9;216;712;3;N/A;N/A;3033491119460;8;
112058;112058;OIKOS1 0% NAT IT;OIKOS 0% NATURE 150X1 IT;OIKOS BIANCO;OIKOS;Export;EXPORT;;;Export;;Danone France;21-mars-2016;1-avr-2018;Non;Ferrières (FR); ;0;IT;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>_Export;N/A;;;;;;;Erreur;Europe;8;12;336;477;1,2;N/A;N/A;8001630008888;1;
